ID,ESTADO,MUNICIPIO,LOCALIDAD,AGEB,PERSONAS,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P2_9,P2_10,P2_11,P2_12,P2_13,P2_14,P2_15,P2_16,P2_17,P2_18,P2_19,P2_20,P2_21,P2_22,P2_23,P2_24,P2_25,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P6_1,P6_1_1,P6_2,P6_1_2,P6_3,P6_1_3,P6_4,P6_1_4,P6_5,P6_1_5,P6_6,P6_1_6,P6_7,P6_1_7,P6_8,P6_1_8,P6_9,P6_1_9,P6_10,P6_1_10,P6_11,P6_1_11,P6_12,P6_1_12,P6_13,P6_1_13,P6_14,P6_1_14,P6_15,P6_1_15,P6_16,P6_1_16,P6_17,P6_1_17,P6_18,P6_1_18,P6_19,P6_1_19,P7_1,P7_2,P7_3,P8_1,P8_1_1,P8_2,P8_1_2,P8_3,P8_1_3,P8_4,P8_1_4,P8_5,P8_1_5,P8_6,P8_1_6,P8_7,P8_1_7,P8_8,P8_1_8,P8_9,P8_1_9,P8_10,P8_1_10,P8_11,P8_1_11,P8_12,P8_1_12,P8_13,P8_1_13,P8_14,P8_1_14,P9,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P10_9,P10_10,P10_11,P10_12,P10_13,P11_1,P11_2,P11_3,P12_1,P12_2,P12_3,P13,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P16,P16_1,P17,P17_1,P18_1,P18_1_1,P18_2,P18_1_2,P18_3,P18_1_3,P18_4,P18_1_4,P18_5,P18_1_5,P18_6,P18_1_6,P18_7,P18_1_7,P18_8,P18_1_8,P18_9,P18_1_9,P18_10,P18_1_10,P18_11,P18_1_11,P18_12,P18_1_12,P18_13,P18_1_13,P18_14,P18_1_14,P18_15,P18_1_15,P18_16,P18_1_16,P18_17,P18_1_17,P18_18,P18_1_18,P19,P20,P21,P22_1,P22_2,P22_3,P23_1,P23_2,P23_3,P24,P25,P26_1,P26_2,P27,P28,P29,P30,P31,P32,P33,P34,P35_1,P35_2,P35_3,P36,P37,P38_1,P38_2,P38_3,P39_1_NIV,P39_1_ANO,P39_2_NIV,P39_2_ANO,P40_1,P40_2,P41,P42,P42_1,P42_1a_1,P43,P44,P45,P46,P47,P48,P48_1,P48_2,P49,S1,S2,S3_NIV,S3_ANO,S4,S5,S6,S6_1,S7,S8,S9,S10,S11,SEXO,EDAD_AGRUP,ESCOLARIDAD,EDO_CIVIL,COND_ACT,ING_FAM,REGIÓN,PONDI1,PONDV1
582,09,007,0001,3793,4,TRADICION,CELEBRACION,CONOCIMIENTO,0,0,8,10,10,10,8,10,10,10,8,10,8,8,1,5,3,8,0,10,10,10,2,10,5,2,8,10,1,1,3,5,1,4,1,2,1,3,1,5,1,3,1,2,1,3,1,3,1,1,1,2,1,3,1,4,1,3,1,2,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,6,18,1,1,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,5,6,LIBROS,COMPRENSION,REDACCION,1,2,3,3,3,3,3,1,15,2,#¡NULO!,1,2,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,10,3,3,2,4,6,BALON,JUGADOR,CANCHA,2,1,2,7,1,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,2,#¡NULO!,2,1,3,4,5,6,3,5,3,4,10,1,3,#¡NULO!,#¡NULO!,2,2,2,1,6,2,#¡NULO!,#¡NULO!,11,2,18,5,3,1,6,2,#¡NULO!,7,#¡NULO!,#¡NULO!,#¡NULO!,4,2,1,4,3,2,4,Oriente,8508.03,2638.75
583,09,010,0001,0633,2,HISTORIA,TRADICION,COSTUMBRE,10,8,0,5,5,5,10,8,7,3,3,2,2,2,8,8,10,10,10,10,8,9,10,10,10,4,6,8,2,1,5,#¡NULO!,2,#¡NULO!,1,3,1,3,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,4,1,3,1,1,2,#¡NULO!,1,2,1,1,1,4,1,2,18,21,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,2,4,CONOCIMIENTO,AGILIDAD,SABIDURIA,1,4,1,2,1,1,1,1,40,1,8,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,8,1,9,2,5,6,AGILIDAD,MENTALIDAD,MADUREZ,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,5,120,1,2,3,7,#¡NULO!,#¡NULO!,2,2,2,1,4,6,3,7,4,8,8,2,1,12,1,99,2,2,2,5,2,#¡NULO!,#¡NULO!,4,1,20,8,3,1,1,2,#¡NULO!,1,2,1,7,6,1,1,5,1,1,6,Poniente,3400.03,2505.73
584,09,005,0001,1843,3,ESTUDIO,LEER,TEATRO,6,5,6,7,7,6,6,6,6,7,7,6,6,6,6,7,7,7,7,7,6,5,5,5,5,9,5,#¡NULO!,2,5,#¡NULO!,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,98,#¡NULO!,98,#¡NULO!,2,#¡NULO!,98,#¡NULO!,2,#¡NULO!,98,#¡NULO!,98,#¡NULO!,2,#¡NULO!,11,#¡NULO!,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,#¡NULO!,#¡NULO!,LIBRO,PERIODICO,,2,1,2,1,1,4,4,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,3,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,9,4,#¡NULO!,#¡NULO!,FUTBOL,NATACION,BOX,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,5,20,1,4,8,7,#¡NULO!,#¡NULO!,2,2,2,#¡NULO!,#¡NULO!,3,6,3,6,6,10,1,3,#¡NULO!,#¡NULO!,2,2,2,5,5,2,#¡NULO!,#¡NULO!,6,1,45,5,3,2,5,1,2,1,5,2,99,1,1,4,4,1,1,1,Oriente,5095.55,2267.43
585,09,016,0001,1122,1,MEXICO,TEATRO,,8,10,10,10,10,10,10,6,7,9,8,7,8,8,5,5,9,6,7,8,9,6,5,4,3,3,#¡NULO!,#¡NULO!,1,1,2,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,15,16,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,3,4,APRENDER,LIBROS,,1,2,2,3,2,2,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,4,1,2,3,#¡NULO!,EJERCITARSE,TENER BUEN FISICO,,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,3,7,60,1,3,1,5,6,7,1,1,1,3,4,3,6,3,6,4,10,1,3,#¡NULO!,#¡NULO!,2,2,2,1,1,2,#¡NULO!,#¡NULO!,6,1,46,4,2,2,3,1,3,1,6,2,99,99,1,4,3,2,1,99,Poniente,1865.12,2529.31
586,09,011,0001,1111,1,ense±anza,leer,interesante,8,5,7,8,7,6,8,6,9,7,6,8,5,5,4,3,8,7,5,5,5,5,8,9,9,5,10,#¡NULO!,2,1,#¡NULO!,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,1,1,3,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,6,14,20,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,2,2,1,2,2,1,1,1,1,1,1,1,2,6,#¡NULO!,#¡NULO!,paginas,intriga,,1,1,2,4,3,4,2,1,5,1,3,1,2,1,2,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,1,2,1,2,1,2,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,8,3,3,3,#¡NULO!,#¡NULO!,ejercicio,actividad,convivencia,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,5,90,1,1,8,7,#¡NULO!,#¡NULO!,2,3,2,#¡NULO!,#¡NULO!,7,3,4,3,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,1,5,2,#¡NULO!,#¡NULO!,6,1,36,4,3,2,6,2,#¡NULO!,1,5,2,99,99,1,3,3,3,1,99,Sur,4676.49,2429.03
587,09,007,0001,3100,2,RELIGION,TRADICIONES,PERSONAS,7,4,0,0,0,0,4,0,0,0,0,0,0,0,7,0,4,9,0,0,0,0,6,10,8,5,9,10,1,1,5,6,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,4,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,14,20,22,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,3,4,LIBROS,PENSAMIENTO,DESARROLLO,2,2,1,3,2,4,1,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,9,4,1,1,2,3,DISCIPLINA,SEGURIDAD,TIEMPO,2,1,5,#¡NULO!,1,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,3,4,2,3,2,3,4,4,3,4,3,6,3,1,3,#¡NULO!,#¡NULO!,2,2,2,1,6,2,#¡NULO!,#¡NULO!,10,2,19,4,3,2,1,1,1,8,#¡NULO!,#¡NULO!,#¡NULO!,2,2,1,3,1,2,2,Oriente,3844.25,2384.58
588,09,007,0001,5268,2,LIBROS,,,8,6,0,0,0,0,0,0,5,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,6,5,#¡NULO!,2,1,2,#¡NULO!,2,#¡NULO!,1,1,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,22,6,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,4,#¡NULO!,LIBROS,,,2,1,3,3,3,4,2,1,98,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,2,3,2,4,5,FUTBOL,,,2,2,6,5,2,5,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,2,#¡NULO!,2,3,2,3,4,1,0,1,0,6,6,1,3,#¡NULO!,#¡NULO!,2,2,2,2,4,2,#¡NULO!,#¡NULO!,6,2,35,4,1,2,6,1,1,1,5,2,2,2,2,3,3,3,1,2,Oriente,4504.55,2708.82
589,09,015,0001,106A,3,ESTATUAS,TEATRO,,7,8,5,5,4,3,8,10,5,5,4,2,0,5,7,0,8,9,0,0,4,9,5,7,8,10,#¡NULO!,#¡NULO!,3,7,#¡NULO!,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,21,1,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,1,2,2,2,2,2,1,1,2,2,1,98,#¡NULO!,#¡NULO!,LIBROS,LEER,,1,1,2,4,4,4,2,1,5,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,4,1,4,#¡NULO!,#¡NULO!,SALUD,EJERCICIO,CANSANCIO,2,2,7,#¡NULO!,2,4,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,3,#¡NULO!,3,2,5,6,3,4,3,4,3,4,4,1,3,#¡NULO!,#¡NULO!,2,2,2,6,6,2,#¡NULO!,#¡NULO!,6,2,36,4,3,2,3,1,2,1,5,2,99,99,2,3,3,2,1,99,Centro,5167.74,2377.48
590,09,011,0001,0594,3,TRADICION,COSTUMBRES,ANTEPASADOS,5,4,6,6,6,5,4,2,7,6,5,5,4,5,6,6,7,7,0,5,4,4,6,8,7,9,#¡NULO!,#¡NULO!,3,99,#¡NULO!,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,98,#¡NULO!,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,2,2,1,2,2,2,1,2,2,1,2,1,2,5,#¡NULO!,#¡NULO!,TIEMPO,GUSTO,,1,1,4,3,3,4,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,6,3,2,2,3,5,EJERCICIO,FUERZA,,2,1,2,#¡NULO!,2,4,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,2,1,4,2,#¡NULO!,6,3,3,5,4,10,1,3,#¡NULO!,#¡NULO!,2,2,1,1,3,2,#¡NULO!,#¡NULO!,10,2,42,4,3,2,5,1,1,8,#¡NULO!,#¡NULO!,#¡NULO!,1,2,3,3,1,2,1,Sur,9059.06,2523.51
591,09,007,0001,0515,4,ESCULTURA,PINTURA,TEATRO,5,5,0,0,0,0,3,0,3,0,2,5,0,0,5,7,5,2,0,0,0,0,8,5,5,7,5,#¡NULO!,1,3,#¡NULO!,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,11,15,22,1,1,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,2,2,2,2,1,2,1,1,2,2,2,6,4,1,POESIAS,LECTURA,MEMORIZACION,2,1,3,4,4,4,2,1,10,2,#¡NULO!,1,3,1,2,1,2,1,3,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,3,1,3,8,4,1,6,3,#¡NULO!,EQUIPO,FUTBOL,ESFUERZO,2,1,5,2,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,3,2,3,1,5,3,1,1,0,1,0,6,10,1,3,#¡NULO!,#¡NULO!,2,2,2,2,4,2,#¡NULO!,#¡NULO!,4,1,56,5,3,2,3,1,2,1,4,3,4,99,1,5,4,2,1,99,Oriente,8113.18,2321.96
592,09,007,0001,159A,3,FORMACION,DANZA,FLORKLOR,5,5,0,0,0,0,5,0,5,0,0,5,0,0,5,5,5,5,0,0,0,0,0,0,0,5,6,#¡NULO!,2,1,2,3,2,#¡NULO!,1,1,1,4,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,22,21,10,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,#¡NULO!,CIENCIA,EDUCACION,,2,1,3,3,3,4,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,6,2,3,6,2,#¡NULO!,HABILIDAD,ESFUERZO,COMPETENCIA,2,1,2,3,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,#¡NULO!,#¡NULO!,3,1,2,4,7,1,0,1,0,6,10,1,1,15,1,1,#¡NULO!,1,3,4,2,#¡NULO!,#¡NULO!,6,2,47,4,3,2,1,1,4,1,5,2,4,3,2,4,3,1,1,3,Oriente,9227.01,2720.83
593,09,007,0001,5395,5,CIENCIA,VOCABULARIO,IDIOMA,7,6,0,0,0,2,0,0,7,5,5,5,0,0,6,8,6,6,0,0,0,0,0,0,0,5,6,7,1,2,1,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,10,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,16,7,21,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,2,2,2,2,2,2,2,1,2,2,2,4,#¡NULO!,#¡NULO!,ESTUDIANTES,EVENTOS,NOVELAS,2,1,3,4,4,4,3,1,98,2,#¡NULO!,1,2,1,2,1,2,1,3,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,99,2,#¡NULO!,9,5,1,6,5,3,JUEGOS DEPORTIVOS,FUTBOL,,2,1,2,#¡NULO!,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,2,#¡NULO!,3,1,2,7,5,3,6,5,3,3,1,1,3,#¡NULO!,#¡NULO!,2,2,2,2,4,2,#¡NULO!,#¡NULO!,9,1,82,6,3,2,4,1,4,9,#¡NULO!,#¡NULO!,#¡NULO!,99,1,6,5,2,2,99,Oriente,10820.52,2383.85
594,09,008,0001,0584,3,ARTE,MUSICA,EDUCACION,8,6,6,8,7,4,8,7,8,6,6,8,7,7,6,5,6,5,6,7,7,8,8,9,8,3,1,6,2,8,1,5,2,#¡NULO!,1,2,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,1,1,1,18,6,8,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,6,4,LIBROS,REVISTAS,PERIODICOS,2,1,4,4,4,4,4,1,15,2,#¡NULO!,1,2,1,2,1,2,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,6,4,4,6,2,1,FISICO,EJERCICIO,CONDICION,2,2,5,2,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,4,3,3,3,2,7,5,3,6,3,1,3,10,2,3,#¡NULO!,#¡NULO!,2,2,2,5,4,2,#¡NULO!,#¡NULO!,4,2,37,4,3,2,6,1,1,1,2,3,2,2,2,3,3,3,1,2,Poniente,2562.47,1050.26
595,09,007,0001,2155,3,COSTUMBRES,LITERATURA,,9,7,0,0,0,0,0,0,0,0,0,5,0,0,0,6,7,2,0,0,0,0,0,0,0,5,6,#¡NULO!,2,2,1,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,10,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,11,21,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,3,2,2,2,2,2,2,2,2,1,1,2,2,1,6,5,3,LIBRO,NATACION,POESIA,2,1,2,4,4,4,2,1,11,2,#¡NULO!,1,2,1,2,1,2,1,3,1,3,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,8,2,7,4,#¡NULO!,#¡NULO!,CARRERAS,BAQUET,GANADOR,2,1,3,#¡NULO!,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,2,#¡NULO!,2,1,2,4,6,1,0,1,0,6,10,1,3,#¡NULO!,#¡NULO!,2,2,2,5,2,2,#¡NULO!,#¡NULO!,9,1,77,4,2,2,4,1,4,9,#¡NULO!,#¡NULO!,#¡NULO!,98,1,6,3,2,2,98,Oriente,7164.74,2630.75
