ID,ESTADO,MUNICIPIO,LOCALIDAD,AGEB,PERSONAS,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P2_9,P2_10,P2_11,P2_12,P2_13,P2_14,P2_15,P2_16,P2_17,P2_18,P2_19,P2_20,P2_21,P2_22,P2_23,P2_24,P2_25,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P6_1,P6_1_1,P6_2,P6_1_2,P6_3,P6_1_3,P6_4,P6_1_4,P6_5,P6_1_5,P6_6,P6_1_6,P6_7,P6_1_7,P6_8,P6_1_8,P6_9,P6_1_9,P6_10,P6_1_10,P6_11,P6_1_11,P6_12,P6_1_12,P6_13,P6_1_13,P6_14,P6_1_14,P6_15,P6_1_15,P6_16,P6_1_16,P6_17,P6_1_17,P6_18,P6_1_18,P6_19,P6_1_19,P7_1,P7_2,P7_3,P8_1,P8_1_1,P8_2,P8_1_2,P8_3,P8_1_3,P8_4,P8_1_4,P8_5,P8_1_5,P8_6,P8_1_6,P8_7,P8_1_7,P8_8,P8_1_8,P8_9,P8_1_9,P8_10,P8_1_10,P8_11,P8_1_11,P8_12,P8_1_12,P8_13,P8_1_13,P8_14,P8_1_14,P9,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P10_9,P10_10,P10_11,P10_12,P10_13,P11_1,P11_2,P11_3,P12_1,P12_2,P12_3,P13,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P16,P16_1,P17,P17_1,P18_1,P18_1_1,P18_2,P18_1_2,P18_3,P18_1_3,P18_4,P18_1_4,P18_5,P18_1_5,P18_6,P18_1_6,P18_7,P18_1_7,P18_8,P18_1_8,P18_9,P18_1_9,P18_10,P18_1_10,P18_11,P18_1_11,P18_12,P18_1_12,P18_13,P18_1_13,P18_14,P18_1_14,P18_15,P18_1_15,P18_16,P18_1_16,P18_17,P18_1_17,P18_18,P18_1_18,P19,P20,P21,P22_1,P22_2,P22_3,P23_1,P23_2,P23_3,P24,P25,P26_1,P26_2,P27,P28,P29,P30,P31,P32,P33,P34,P35_1,P35_2,P35_3,P36,P37,P38_1,P38_2,P38_3,P39_1_NIV,P39_1_ANO,P39_2_NIV,P39_2_ANO,P40_1,P40_2,P41,P42,P42_1,P42_1a_1,P43,P44,P45,P46,P47,P48,P48_1,P48_2,P49,S1,S2,S3_NIV,S3_ANO,S4,S5,S6,S6_1,S7,S8,S9,S10,S11,SEXO,EDAD_AGRUP,ESCOLARIDAD,EDO_CIVIL,COND_ACT,ING_FAM,REGIÓN,PONDI1,PONDV1
17,09,010,0001,0563,4,LIBROS,TEATRO,EDUCACION,6,4,5,7,4,8,4,9,9,9,9,9,7,7,3,7,8,7,0,3,6,4,4,6,2,7,2,8,2,3,5,7,2,#¡NULO!,1,1,1,6,1,1,1,10,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,3,21,14,22,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,1,4,1,1,2,2,1,1,1,1,2,1,1,2,1,1,6,2,5,CONCIMIENTOS,IMAGINACION,EDUCACION,1,2,3,3,3,4,2,1,100,2,#¡NULO!,1,1,1,1,1,98,1,1,1,3,1,1,1,2,2,#¡NULO!,1,2,2,#¡NULO!,1,2,1,2,1,3,1,2,1,3,2,#¡NULO!,1,1,1,2,7,4,4,2,1,4,SALUD,VIDA,FUERZA,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,2,90,5,3,7,7,#¡NULO!,#¡NULO!,2,1,1,3,5,9,6,10,2,5,3,1,3,#¡NULO!,#¡NULO!,2,2,2,2,5,2,#¡NULO!,#¡NULO!,6,2,41,7,3,2,6,1,1,1,6,3,4,6,2,3,4,3,1,6,Poniente,7794.56,2396.03
18,09,003,0001,0889,5,ARTE,MUSEOS,PREPARACION,5,5,5,7,6,8,6,8,8,5,5,7,6,6,8,9,7,8,3,9,8,7,9,10,9,3,7,10,2,3,6,8,1,3,1,2,1,5,1,2,1,2,1,4,1,1,1,1,1,2,1,1,2,#¡NULO!,1,4,2,#¡NULO!,1,2,1,1,1,2,2,#¡NULO!,1,3,1,1,21,20,2,1,2,1,1,1,2,1,2,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,6,4,1,MAESTROS,APRENDIZAJE,BIBLIOTECAS,1,3,3,3,3,2,2,1,150,1,75,1,1,1,1,2,#¡NULO!,1,2,1,2,1,2,2,#¡NULO!,1,2,1,2,1,3,1,1,1,1,1,2,2,#¡NULO!,2,#¡NULO!,1,3,1,3,1,2,7,4,5,6,2,4,CLUB,ESPACIOS ABIERTOS,EJERCICIO,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,6,90,2,1,4,3,7,6,2,3,5,1,3,9,6,9,6,3,3,2,3,#¡NULO!,#¡NULO!,2,2,2,3,6,2,#¡NULO!,#¡NULO!,3,1,27,9,2,2,6,2,#¡NULO!,1,2,7,98,98,1,2,5,3,1,98,Centro,10914.75,2669.93
19,09,014,0001,0261,4,HISTORIA,ARTE,COCNOCIMIENTO,8,7,6,8,7,7,9,9,10,7,7,8,6,7,9,7,5,7,7,9,7,6,9,10,7,2,9,10,2,5,1,4,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,1,2,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,21,14,6,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,4,2,2,1,1,2,2,1,1,2,2,1,1,1,2,6,2,4,APRENDIZAJE,IMAGINACION,LETRAS,1,2,2,3,2,4,2,1,60,1,1,1,2,1,2,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,3,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,7,3,5,2,4,6,SALUD,CREATIVO,FUERZA,2,1,2,5,1,4,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,4,1,2,3,7,2,1,9,5,7,3,4,10,2,2,19,3,2,2,2,1,4,2,#¡NULO!,#¡NULO!,3,2,20,7,3,2,6,2,#¡NULO!,1,2,6,98,99,2,1,4,3,1,99,Centro,6177.97,3192.24
20,09,014,0001,0261,4,BAILE,TEATRO,CANTO,6,7,5,6,5,7,8,8,9,5,5,6,5,5,8,7,9,9,5,8,6,7,9,10,10,3,10,1,2,6,5,9,1,1,1,5,1,2,1,1,1,2,1,1,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,1,2,1,1,20,16,1,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,4,2,1,1,1,2,1,1,1,2,1,1,1,1,1,4,1,6,CONOCIMIENTO,ENTRETENIMIENTO,SALUD,1,3,2,3,3,2,2,1,80,1,5,1,1,1,2,2,#¡NULO!,1,3,1,2,1,3,2,#¡NULO!,1,1,1,1,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,1,2,1,2,6,4,1,2,6,3,SALUD,CULTURA,ATLETA,2,2,5,2,1,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,1,3,3,3,5,1,2,3,6,7,3,4,10,2,3,#¡NULO!,#¡NULO!,2,2,2,2,6,2,#¡NULO!,#¡NULO!,4,1,28,9,3,2,6,2,#¡NULO!,1,1,3,98,98,1,2,5,3,1,98,Centro,10440.00,3192.24
21,09,010,0001,0915,4,EDUCACION,TRADICIONES,,8,7,5,5,5,4,7,6,7,5,5,3,2,4,3,6,7,7,0,7,5,7,7,9,2,5,3,8,2,7,3,9,2,#¡NULO!,2,#¡NULO!,1,3,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,1,2,2,#¡NULO!,21,14,1,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,4,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,6,4,ESCUELAS,CONOCIMIENTO,EDUCARSE,98,1,3,4,4,4,4,1,40,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,1,1,2,1,1,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,1,2,5,3,9,2,6,3,SALUD,CAMPOS,PARQUES,2,1,5,2,2,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,7,3,#¡NULO!,2,3,5,1,3,4,3,3,6,4,10,1,3,#¡NULO!,#¡NULO!,2,2,2,4,5,2,#¡NULO!,#¡NULO!,6,2,51,5,3,2,3,1,2,1,5,2,3,98,2,4,4,2,1,98,Poniente,10140.67,2300.52
22,09,017,0001,023A,3,TEATRO,PINTURAS,COSTUMBRES,6,7,8,8,9,9,9,9,9,8,9,9,9,8,5,5,5,6,3,9,9,9,9,9,9,2,10,9,1,6,5,#¡NULO!,1,2,1,1,1,1,1,2,1,3,1,4,1,2,1,1,1,2,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,1,1,1,16,21,14,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,#¡NULO!,#¡NULO!,LIBROS,LETRAS,ORTOGRAFIA,1,2,4,1,1,3,4,2,#¡NULO!,2,#¡NULO!,1,2,1,1,1,2,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,1,1,2,1,2,2,#¡NULO!,1,2,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,9,1,9,4,2,#¡NULO!,EJERCICIO,CAMINATAR,BUENA ALIMENTACION,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,1,40,1,4,8,2,7,#¡NULO!,2,3,7,1,4,6,3,6,3,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,4,5,2,#¡NULO!,#¡NULO!,10,2,50,8,4,2,5,1,1,8,#¡NULO!,#¡NULO!,#¡NULO!,1,2,4,5,1,2,1,Oriente,8515.70,2511.08
23,09,017,0001,023A,2,MUSEO,ANTEPASADOS,PINTURA,6,5,9,10,10,10,6,7,7,8,8,9,9,6,5,5,3,9,2,10,10,10,10,10,10,10,3,#¡NULO!,2,6,#¡NULO!,#¡NULO!,1,1,1,1,2,#¡NULO!,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,98,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,9,21,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,1,3,1,3,1,3,2,1,2,2,2,1,1,1,1,2,1,1,2,2,4,#¡NULO!,#¡NULO!,LIBROS,CUENTOS,INTERNET,1,2,2,3,2,4,3,2,#¡NULO!,2,#¡NULO!,1,1,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,1,3,1,2,2,#¡NULO!,1,2,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,9,4,1,2,5,#¡NULO!,CONDICION,EJERCICIO,BOX,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,1,30,1,4,8,2,7,#¡NULO!,2,2,7,1,2,5,3,3,6,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,2,5,2,#¡NULO!,#¡NULO!,6,1,34,5,3,2,1,2,#¡NULO!,1,5,2,1,98,1,2,4,1,1,98,Oriente,8098.90,2511.08
24,09,017,0001,023A,3,DIBUJOS,AUDITORIOS,COSTUMBRES,6,8,6,5,9,9,9,9,8,7,7,9,8,9,8,6,7,6,6,5,5,6,7,8,8,10,9,#¡NULO!,2,1,6,5,1,1,1,1,2,#¡NULO!,1,1,1,1,1,1,98,#¡NULO!,1,1,1,1,1,1,1,1,1,1,1,2,98,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,1,1,14,22,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,1,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,LIBROS,ORTOGRAFIA,CUENTOS,1,2,2,3,1,4,3,2,#¡NULO!,2,#¡NULO!,1,2,1,1,1,2,2,#¡NULO!,1,1,1,1,2,#¡NULO!,1,2,1,2,1,2,2,#¡NULO!,1,1,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,8,3,9,2,6,4,FUTBOL,NATACION,ALIMENTACION,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,1,40,3,4,5,7,#¡NULO!,#¡NULO!,2,2,7,1,4,6,3,6,3,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,4,5,2,#¡NULO!,#¡NULO!,11,2,20,8,2,2,6,2,#¡NULO!,7,#¡NULO!,#¡NULO!,#¡NULO!,1,2,1,5,3,2,1,Oriente,6072.28,2511.08
25,09,005,0001,1542,2,LIBRAS,EDUCACION,CONOCIMIENTO,2,2,5,5,98,6,3,8,5,5,6,6,6,6,6,6,5,7,7,6,6,6,5,7,7,10,#¡NULO!,#¡NULO!,2,6,1,5,2,#¡NULO!,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,98,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,11,16,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,3,1,3,2,1,1,2,2,1,1,2,2,1,1,2,1,1,4,#¡NULO!,#¡NULO!,CONOCIMIENTO,APRENDER,CONOCER,1,2,2,1,1,4,3,98,#¡NULO!,2,#¡NULO!,1,2,1,2,1,1,1,1,2,#¡NULO!,1,1,1,2,2,#¡NULO!,1,2,2,#¡NULO!,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,2,7,5,9,5,2,#¡NULO!,SALUD,CONVIVENCIA,ENTRETENIMIENTO,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,5,20,1,4,8,7,#¡NULO!,#¡NULO!,2,2,1,#¡NULO!,#¡NULO!,4,3,4,3,6,10,1,3,#¡NULO!,#¡NULO!,2,2,1,1,5,2,#¡NULO!,#¡NULO!,6,1,44,4,1,2,1,1,1,1,5,2,1,1,1,3,3,1,1,1,Oriente,6036.91,2484.85
26,09,005,0001,1542,3,COLEGIO,FERIA,RELIGION,6,8,9,8,9,9,9,9,9,8,8,7,9,9,9,9,5,5,6,8,9,8,9,9,8,2,10,#¡NULO!,2,6,5,#¡NULO!,1,1,1,2,2,#¡NULO!,1,1,1,1,1,1,98,#¡NULO!,2,#¡NULO!,1,1,1,1,1,1,1,2,2,#¡NULO!,98,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,9,1,16,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,#¡NULO!,DRAMATICA,PERSONAJE,LINGUISTICA,1,2,2,1,1,4,2,1,20,1,7,1,2,1,3,1,3,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,1,2,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,8,3,1,4,#¡NULO!,#¡NULO!,AGOTAMIENTO,RIVALIDAD,DEBILIDAD,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,1,40,3,4,5,7,#¡NULO!,#¡NULO!,2,2,6,3,1,6,3,6,3,3,10,1,1,11,1,2,2,1,6,4,2,#¡NULO!,#¡NULO!,11,2,20,8,1,2,6,2,#¡NULO!,7,#¡NULO!,#¡NULO!,#¡NULO!,1,2,1,5,3,2,1,Oriente,6008.86,2484.85
27,09,014,0001,0261,2,PINTURA,PROFESION,LECTURA,5,5,3,6,6,7,7,5,5,4,4,7,5,5,8,8,7,6,0,7,5,8,7,8,6,3,7,1,2,9,7,3,2,#¡NULO!,1,2,1,4,1,1,1,2,1,1,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,1,2,2,#¡NULO!,21,7,14,2,#¡NULO!,1,2,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,3,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,2,6,GRAMATICA,VISION,INFORMACION,1,2,3,3,4,2,3,1,100,2,#¡NULO!,1,1,1,1,2,#¡NULO!,1,3,1,3,1,1,2,#¡NULO!,1,1,1,1,1,1,1,2,1,2,2,#¡NULO!,1,3,1,3,1,1,1,2,1,2,6,4,1,4,6,2,SALUD,ATRACTIVO FISICO,CONDICION,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,5,60,1,2,7,7,3,1,2,3,1,5,2,5,3,9,6,4,4,2,3,#¡NULO!,#¡NULO!,2,2,2,4,6,2,#¡NULO!,#¡NULO!,6,2,62,7,3,2,5,1,3,5,#¡NULO!,#¡NULO!,#¡NULO!,98,2,5,4,1,1,98,Centro,8248.14,3192.24
28,09,010,0001,0173,2,ARTE,TRADICIONES,CONOCIMIENTO,7,5,5,6,7,7,6,7,8,5,6,5,5,6,3,4,7,8,0,5,5,5,6,7,6,5,8,1,2,9,1,6,2,#¡NULO!,1,2,1,2,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,1,2,#¡NULO!,21,14,1,2,#¡NULO!,1,1,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,3,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,6,#¡NULO!,CONOCIMIENTOS,APRENDIZAJE,VIAJAR,2,1,3,3,4,3,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,2,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,1,1,1,1,2,#¡NULO!,1,1,1,1,1,1,2,#¡NULO!,1,2,5,4,9,6,3,#¡NULO!,EJERCICO,ESTAR SANO,,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,3,45,6,1,3,7,3,#¡NULO!,2,3,3,5,1,4,3,3,6,4,10,1,3,#¡NULO!,#¡NULO!,2,2,2,4,6,2,#¡NULO!,#¡NULO!,10,2,39,5,3,2,1,1,1,8,#¡NULO!,#¡NULO!,#¡NULO!,2,2,3,4,1,2,2,Poniente,3847.02,2365.13
29,09,014,0001,0134,5,ARTES,CANTO,TRADICIONES,6,7,7,6,6,7,8,7,8,5,5,4,6,5,6,5,7,8,6,8,5,7,9,10,10,2,10,8,2,5,7,8,2,#¡NULO!,1,6,1,2,1,1,1,2,1,2,1,1,1,4,1,2,1,1,1,2,1,3,2,#¡NULO!,2,#¡NULO!,1,1,1,2,2,#¡NULO!,1,1,1,3,20,2,21,1,2,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,4,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,6,APRENDIZAJE,INFORMACION,CONOCIMIENTOS,1,3,2,3,3,4,3,1,70,1,4,1,2,1,1,2,#¡NULO!,1,1,1,1,1,3,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,1,1,6,4,1,4,3,1,ESTETICA,TENERCONDICION,ESTAR SALUDABRE,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,5,90,3,1,5,3,1,7,3,3,1,2,6,8,3,9,6,3,3,2,3,#¡NULO!,#¡NULO!,2,2,2,3,6,2,#¡NULO!,#¡NULO!,11,2,23,8,5,1,6,2,#¡NULO!,7,#¡NULO!,#¡NULO!,#¡NULO!,98,2,1,5,3,2,98,Centro,7955.89,3288.73
30,09,004,0020,0316,4,CANTAR,BAILAR,TRADICIONES,7,8,3,4,3,2,8,4,8,3,2,2,2,4,6,5,7,7,6,7,0,4,7,9,4,3,9,5,2,7,1,9,2,#¡NULO!,1,3,1,1,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,2,2,#¡NULO!,1,21,17,2,#¡NULO!,1,1,1,1,1,1,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,3,3,2,2,1,2,2,2,1,2,1,1,2,1,1,1,4,3,REVISTAS,ENTRETENIMIENTO,CONOCIMIENTO,2,1,3,4,4,3,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,5,3,2,1,FUTBALL,ATLETAS,BICICLETAS,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,6,90,1,1,4,3,1,7,2,3,5,3,1,4,3,4,3,6,6,1,3,#¡NULO!,#¡NULO!,2,2,2,98,98,2,#¡NULO!,#¡NULO!,4,1,20,4,3,2,6,2,#¡NULO!,4,5,3,2,98,1,1,3,3,1,98,Poniente,2924.70,1077.71
31,09,010,0001,2023,4,HISTORIA,TRADUCCIONES,,7,7,3,5,6,3,7,5,6,2,2,3,2,2,6,5,8,9,5,6,2,5,7,9,10,11,#¡NULO!,#¡NULO!,3,7,3,1,2,#¡NULO!,1,3,1,2,1,1,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,3,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,2,2,#¡NULO!,1,1,2,#¡NULO!,1,21,14,2,#¡NULO!,1,1,1,1,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,3,2,2,1,1,2,2,2,1,2,1,1,2,1,1,4,1,#¡NULO!,ENTRETENIMIENTO,CONOCIMIENTO,,2,98,3,4,4,4,3,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,1,2,1,3,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,1,1,1,2,2,#¡NULO!,1,2,1,2,1,2,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,3,1,2,4,#¡NULO!,JUEGOS,AEROBICS,NADAR,1,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,4,45,7,1,2,7,3,#¡NULO!,2,2,1,5,2,3,6,4,1,4,10,1,3,#¡NULO!,#¡NULO!,2,2,2,5,4,2,#¡NULO!,#¡NULO!,10,2,29,5,3,2,5,1,2,8,#¡NULO!,#¡NULO!,#¡NULO!,2,2,2,4,1,2,2,Poniente,5583.28,1045.56
